GeoFips,GeoName,2017,2018,2019
55093,"Pierce, WI",1055322,1130772,1082541
55095,"Polk, WI",1433956,1434097,1464080
55097,"Portage, WI",3595791,3733464,3871435
55099,"Price, WI",585794,564832,574815
55101,"Racine, WI",7314828,7416481,7328811
55103,"Richland, WI",710590,682022,731935
55105,"Rock, WI",6203773,6554894,6847338
55107,"Rusk, WI",541289,516929,531227
55109,"St. Croix, WI",3507859,3608407,3641553
55111,"Sauk, WI",3304303,3408211,3581017
55113,"Sawyer, WI",601891,577722,612093
55115,"Shawano, WI",1274372,1300889,1331621
55117,"Sheboygan, WI",6508920,6621515,6503641
55119,"Taylor, WI",844108,832811,840199
55121,"Trempealeau, WI",1281068,1280513,1278332
55123,"Vernon, WI",1041780,1062809,1013205
55125,"Vilas, WI",866826,899390,837370
55127,"Walworth, WI",3904095,3977878,4026693
55129,"Washburn, WI",544705,541871,548091
55131,"Washington, WI",5903218,6123235,6157756
55133,"Waukesha, WI",27088218,27785889,28533170
55135,"Waupaca, WI",1888758,1907508,1892753
55137,"Waushara, WI",569113,598249,623833
55139,"Winnebago, WI",9213662,9492021,9704179
55141,"Wood, WI",3549292,3542052,3683297
56001,"Albany, WY",1380841,1359501,1341209
56003,"Big Horn, WY",496558,498019,502059
56005,"Campbell, WY",5754413,5588726,5458527
56007,"Carbon, WY",1409011,1506101,1733793
56009,"Converse, WY",1217731,1335649,1767039
56011,"Crook, WY",294840,290151,288439
56013,"Fremont, WY",1705997,1688699,1607240
56015,"Goshen, WY",496133,515185,491917
56017,"Hot Springs, WY",260244,261530,283627
56019,"Johnson, WY",452272,443611,440162
56021,"Laramie, WY",5028969,5298424,5582066
56023,"Lincoln, WY",837215,838637,852156
56025,"Natrona, WY",5161037,5647199,5555850
56027,"Niobrara, WY",138284,137946,127318
56029,"Park, WY",1429674,1413425,1410646
56031,"Platte, WY",575293,588828,561748
56033,"Sheridan, WY",1273431,1297044,1288943
56035,"Sublette, WY",1912025,1663612,1617641
56037,"Sweetwater, WY",3718229,3582427,3677972
56039,"Teton, WY",2190255,2226179,2268742
56041,"Uinta, WY",937095,902526,881052
56043,"Washakie, WY",334616,338124,349686
56045,"Weston, WY",300909,315332,322576
